T,E
1.1235848455461044,-1.6875
1.436732788074214,-2.0
1.1116000504369843,-1.9375
1.23163747888179,-1.96875
1.2725160311130863,-1.96875
1.1457452660827752,-2.0
1.195365646902109,-2.0
1.379322887404927,-1.9375
1.1209292922877432,-2.0
1.4050748400479964,-1.9375
1.4629363851773594,-1.96875
1.0076295632041257,-2.0
1.2313441125882725,-1.96875
1.0115198993625354,-2.0
1.4354955667938056,-1.96875
1.2814108468411054,-2.0
1.0067581162185322,-2.0
1.0565719180065496,-2.0
1.4084463907107097,-2.0
1.0929969216078088,-2.0
1.266983996867486,-1.96875
1.1747297467997777,-2.0
1.1923994023907436,-1.96875
1.4905874962428203,-1.9375
1.4229471205875104,-1.90625
1.2428621185569286,-2.0
1.0104052308319051,-2.0
1.1278086410991692,-2.0
1.2214115415338664,-2.0
1.3311394508679828,-1.9375
1.2763810542244751,-2.0
1.3864731701513093,-1.90625
1.1798481611557277,-2.0
1.073701883959918,-2.0
1.3283103861654564,-1.96875
1.0347736958395446,-2.0
1.240501265393848,-2.0
1.3204155182412531,-1.96875
1.2307339546912828,-2.0
1.4088462601857954,-1.96875
1.2905727689087545,-1.96875
1.3690131342277572,-2.0
1.3420471812520638,-1.65625
1.1648766745746688,-2.0
1.3567302235201282,-1.96875
1.1423619526831439,-1.96875
1.2463548875553752,-1.9375
1.1062137908215415,-2.0
1.1607846510434192,-1.96875
1.3695702216499517,-1.96875
1.1695540689637345,-2.0
1.1622437521292432,-2.0
1.0773370901164125,-2.0
1.3517075296911432,-1.9375
1.3847779543699585,-2.0
1.1202435940384659,-1.96875
1.2166692083522799,-2.0
1.368153686709304,-1.96875
1.1657662665829425,-1.96875
1.28495489188842,-1.96875
1.2519738421330773,-1.96875
1.2089517971373318,-2.0
1.1704711231503961,-2.0
1.1234007994393627,-2.0
1.4112810443704578,-1.9375
1.0023248306715913,-2.0
1.0992619863984814,-2.0
1.288433561123375,-2.0
1.065043865692127,-2.0
1.0743539034768699,-2.0
1.4246060574156623,-1.90625
1.106275552540921,-2.0
1.2234382382006634,-1.9375
1.045507127583235,-2.0
1.1558508940489498,-1.96875
1.4238883186245042,-2.0
1.26246416392211,-1.96875
1.3014035229696985,-2.0
1.3362384428752119,-1.9375
1.276736801704166,-1.96875
1.4210929755836748,-1.96875
1.011742086558544,-2.0
1.0238268280261216,-2.0
1.0146719387192684,-2.0
1.2081632832832665,-2.0
1.1020671554625374,-1.96875
1.2725823455502174,-2.0
1.0894451956326896,-1.96875
1.3968403792601034,-1.96875
1.3726314253236287,-2.0
1.4343777344719932,-1.96875
1.098171458180422,-1.96875
1.1704493949130694,-1.953125
1.1150711859737812,-2.0
1.388392282827874,-1.90625
1.3515560616501965,-2.0
1.4788048000479068,-1.953125
1.1243142412212779,-2.0
1.036507928069811,-2.0
1.2704951443627583,-1.96875
1.0124738360339758,-2.0
1.2097889542853815,-1.96875
1.215709151203489,-2.0
1.1449198484822927,-1.96875
1.2778835200128613,-2.0
1.2515517059581827,-1.96875
1.0381804405224626,-2.0
1.2716922493485798,-2.0
1.479924542743834,-1.9375
1.124118764564905,-2.0
1.00189237914437,-2.0
1.2209483226355697,-2.0
1.1973606392949239,-2.0
1.2074739381259945,-2.0
1.0382905322680327,-2.0
1.3873483537535376,-1.96875
1.3064070504598373,-1.640625
1.479157756160741,-1.859375
1.1144888069682848,-2.0
1.3595019396241095,-2.0
1.137757192904553,-2.0
1.212562599112189,-2.0
1.0814615443062647,-2.0
1.3365564624916995,-2.0
1.028618049421961,-2.0
1.3888575892722725,-2.0
1.3326554907257746,-2.0
1.313108118225721,-2.0
1.3689250328145306,-1.96875
1.34785599635575,-2.0
1.064246574392868,-2.0
1.434871536017772,-2.0
1.2789969033945834,-2.0
1.0754797686175188,-2.0
1.112394742738925,-2.0
1.428933337596409,-1.953125
1.3548951328608805,-1.953125
1.0979263460049065,-1.5625
1.4077737784905577,-1.96875
1.489699752683298,-1.96875
1.2011235784483194,-2.0
1.2456113387998622,-2.0
1.4992975021468706,-1.890625
1.32195248303902,-2.0
1.431498787252872,-1.90625
1.1158420543853411,-1.96875
1.1645694168541738,-1.96875
1.40593556937019,-1.96875
1.182182847255548,-1.953125
1.3159108784639177,-1.9375
1.3415517512475943,-1.96875
1.375786988865194,-1.96875
1.4329434676037156,-1.953125
1.188410658995437,-1.96875
1.1027232505915794,-2.0
1.2938352265922004,-1.921875
1.1252752450863839,-2.0
1.2572841794995144,-2.0
1.0203835599735442,-2.0
1.4166311061339665,-2.0
1.456627725171141,-1.9375
1.0616119453513413,-2.0
1.3328397585459704,-2.0
1.418650425237841,-1.9375
1.0771967887781477,-2.0
1.4043999994552496,-1.9375
1.3306609765806698,-1.96875
1.4309912910813176,-1.96875
1.131948239003301,-2.0
1.3750630877643395,-1.9375
1.2198704411452883,-1.96875
1.4191491112807957,-2.0
1.3964794715241016,-1.859375
1.2896022223479036,-2.0
1.1355927461273665,-2.0
1.3454004185987394,-1.921875
1.1711160442733433,-2.0
1.4733317562089732,-1.96875
1.2864828746673613,-1.96875
1.4747182521545283,-1.96875
1.4620220899407992,-1.96875
1.1261704399352146,-2.0
1.2251098770001851,-1.640625
1.2756398302388925,-1.96875
1.072237360028248,-2.0
1.3384607478145611,-2.0
1.271182664162093,-1.96875
1.1880705496152835,-2.0
1.2694132707949282,-1.96875
1.0012524553053246,-2.0
1.448871167986807,-1.96875
1.3196173468506218,-2.0
1.2207886433708965,-1.96875
1.1378230091890706,-2.0
1.2759133988207645,-1.90625
1.3594616101172026,-2.0
1.4648263746859804,-2.0
1.41423179022883,-1.921875
1.1462600496764543,-2.0
1.3659975064397865,-2.0
1.3340426888251922,-1.96875
1.0926607145441958,-1.96875
1.2795206270083856,-2.0
1.4947965136703634,-1.96875
1.2412139249862855,-2.0
1.275191481937162,-2.0
1.1171945804243009,-2.0
1.4455409275093791,-1.90625
1.4832867730332464,-2.0
1.093332123571146,-2.0
1.0113329947289196,-1.96875
1.16787389987958,-2.0
1.0031961082008158,-2.0
1.2252001444094685,-1.9375
1.3083708425009417,-2.0
1.4902566539533815,-1.96875
1.409296047034296,-1.96875
1.1838635722843516,-1.59375
1.1554435299161228,-1.96875
1.4423769634862802,-2.0
1.082931649680487,-2.0
1.102414321447847,-2.0
1.4364262670700645,-2.0
1.1407068069056343,-2.0
1.0099003599621046,-2.0
1.0790841417915529,-2.0
1.3159679533577389,-2.0
1.1605265326147618,-1.625
1.1175243105987098,-2.0
1.0500711261294589,-2.0
1.1735401857584116,-2.0
1.27991887082984,-1.96875
1.2989568048392963,-1.90625
1.1839740655743507,-2.0
1.4357966179280794,-1.921875
1.0863498866297774,-2.0
1.0775550175986361,-2.0
1.4335622549547828,-2.0
1.4484048494672126,-1.9375
1.291419179236695,-2.0
1.3053110223577602,-1.96875
1.1770215695233768,-2.0
1.373581833967233,-1.96875
1.1844465127201818,-2.0
1.3108395241093074,-2.0
1.3690794255199816,-1.9375
1.3483927282173416,-1.65625
1.331906445482701,-1.9375
1.374422435485817,-1.96875
1.420103047801162,-1.90625
1.2204151044783353,-2.0
1.327304313068309,-1.96875
1.1802088328510207,-2.0
1.2903740184451205,-1.96875
1.0098985689289042,-1.96875
1.4028567315360667,-2.0
1.0878521775868686,-2.0
1.0043337093343434,-2.0
1.2726913843560683,-1.9375
1.3548574745259585,-1.96875
1.4481956045887667,-2.0
1.2471547450902927,-2.0
1.221536303124931,-2.0
1.0957543342601763,-2.0
1.134600356355673,-2.0
1.4078506818194807,-2.0
1.3111869782569805,-2.0
1.162133462853555,-1.96875
1.0142050419038036,-2.0
1.3477567625781712,-2.0
1.4959345486372886,-1.921875
1.430816665645261,-1.96875
1.434304295680139,-2.0
1.0876260920340561,-1.65625
1.0275916163892733,-2.0
1.2926875679459615,-2.0
1.0245278086733776,-2.0
1.3809190541978262,-2.0
1.4606111226149538,-2.0
1.0988804313185718,-1.96875
1.0922773239262604,-1.96875
1.4380036009831465,-1.9375
1.0860400323431316,-2.0
1.1796535163875248,-1.703125
1.2288017339354067,-2.0
1.4358816461772064,-1.96875
1.2196861559413303,-2.0
1.0241946151991628,-2.0
1.1089015376459632,-2.0
1.0932011964639146,-2.0
1.2340567467864316,-2.0
1.1595863266163695,-2.0
1.4402034645604505,-1.90625
1.2835893234629077,-2.0
1.464125061283179,-2.0
1.4825686332420966,-1.96875
1.0406476898976704,-2.0
1.256593871590828,-2.0
1.0705954759254432,-2.0
1.1385774792428758,-2.0
1.2499504342287955,-2.0
1.4199403333155232,-2.0
1.0723645897792544,-2.0
1.379125314936243,-2.0
1.412726656210419,-2.0
1.190991584357496,-2.0
1.364645322857804,-1.96875
1.4752418676552264,-1.90625
1.1854510588959433,-2.0
1.231987525010396,-2.0
1.3366615680549985,-1.96875
1.148332619392867,-2.0
1.3826874538714158,-2.0
1.2910124912145722,-1.96875
1.2756380873660702,-2.0
1.4185249247712926,-1.875
1.2508206264724415,-1.96875
1.3830795292509062,-1.96875
1.2557083105806184,-1.96875
1.3829649799991577,-2.0
1.2733057561447123,-2.0
1.3915173181236895,-2.0
1.4179699646832251,-2.0
1.2527154790205592,-1.96875
1.0212083207890401,-2.0
1.1970240563276657,-2.0
1.320146029193424,-2.0
1.387493596811004,-1.9375
1.0280319664623345,-2.0
1.4631885897305996,-1.96875
1.300856116230729,-2.0
1.288196509610127,-1.96875
1.385472249451405,-1.859375
1.179080574470492,-2.0
1.3357931126539326,-2.0
1.3479825018421214,-2.0
1.2409068907642744,-2.0
1.0808683219109556,-2.0
1.1330781004735766,-2.0
1.3935297736596823,-2.0
1.314982812818179,-2.0
1.3533371932912275,-2.0
1.4572003905685667,-1.96875
1.2419068721633,-1.96875
1.2426235992772512,-2.0
1.3622994794370138,-1.921875
1.2503211094699773,-2.0
1.4805486278838624,-1.9375
1.3131833318647992,-2.0
1.1882810923458678,-1.96875
1.3859304997790742,-2.0
1.2334939672120848,-2.0
1.2906163619563367,-2.0
1.1895676178822676,-2.0
1.3213875659519787,-1.96875
1.0387366300809648,-2.0
1.3884309133056827,-1.9375
1.3654404472119521,-1.96875
1.431139106382647,-1.921875
1.4318739669988734,-1.921875
1.2046200945119432,-2.0
1.2958075071475808,-2.0
1.102819592617915,-2.0
1.2730644417441044,-2.0
1.4320908555969036,-1.96875
1.401699257764659,-1.9375
1.0305355403633287,-2.0
1.4077579014753765,-1.890625
1.4557137632797559,-2.0
1.3335135989618645,-2.0
1.279015778255181,-1.96875
1.2700148323307963,-1.96875
1.1367100423686909,-2.0
1.4612442517303186,-1.96875
1.378160697602532,-1.90625
1.0975398342695686,-1.65625
1.0514582619094992,-1.96875
1.025250765311063,-2.0
1.3600649134539724,-1.96875
1.0616252281300314,-2.0
1.3039847626419894,-1.96875
1.0100032229834517,-2.0
1.0139394886396556,-1.96875
1.2584854308769629,-2.0
1.1264401107955264,-2.0
1.1531292093122425,-2.0
1.3577962010392033,-2.0
1.272671646160366,-2.0
1.2832968507815923,-1.96875
1.12166508167784,-2.0
1.0831530104078693,-2.0
1.0259262402774654,-2.0
1.2945728585592085,-2.0
1.3830077796088895,-1.890625
1.1437038157205277,-2.0
1.0242308741477086,-2.0
1.089474713092812,-1.65625
1.4210028144702265,-1.96875
1.2753783770031317,-2.0
1.4123476678595044,-2.0
1.029877361822694,-1.96875
1.4228032963034583,-2.0
1.0998263648722675,-2.0
1.0270652023084812,-2.0
1.437676618899394,-2.0
1.1617271116409553,-2.0
1.2232925751742676,-2.0
1.023994681274123,-2.0
1.2109675363869186,-2.0
1.1386493086765497,-2.0
1.2840437227290291,-1.96875
1.0278664992225024,-2.0
1.2840467756823513,-1.96875
1.0153584580500832,-2.0
1.4421826112567546,-1.921875
1.0341534035656357,-1.96875
1.4331245090268712,-1.96875
1.470141522623403,-2.0
1.483454628417383,-1.96875
1.3940781476455149,-1.96875
1.3583778809015417,-2.0
1.2836409109174711,-1.96875
1.00257069485095,-2.0
1.1819427177628434,-2.0
1.2468802357667161,-2.0
1.0370242861535286,-2.0
1.1303561091281726,-2.0
1.1583923848480968,-2.0
1.055743530843003,-2.0
1.4116360638862835,-1.640625
1.2982024976964268,-2.0
1.306327067706174,-1.96875
1.2872215223322157,-1.96875
1.4980388470952266,-1.90625
1.252337906723933,-2.0
1.4376765300398198,-2.0
1.1502867696577381,-2.0
1.0957614193012117,-2.0
1.3999146679258971,-1.96875
1.0753127530190312,-2.0
1.4444100130863562,-1.96875
1.0424365577200705,-2.0
1.1378553130179836,-2.0
1.2205306415530743,-1.96875
1.3934673796577919,-2.0
1.4405089951913075,-1.96875
1.0170146506382105,-2.0
1.0570426375629625,-2.0
1.3315321710135604,-1.96875
1.1009667787365816,-2.0
1.4097928341894237,-2.0
1.4083689891056632,-1.953125
1.0498888901679728,-2.0
1.0890940801552356,-2.0
1.3076012439504656,-2.0
1.1397749950823006,-2.0
1.2493823294380555,-1.96875
1.2327153045966943,-2.0
1.4376180432375805,-1.96875
1.0773250370215977,-1.671875
1.4134378399579126,-2.0
1.3914506051180107,-1.953125
1.1507978791514208,-2.0
1.0367435380678305,-2.0
1.1618477792341073,-2.0
1.2852340194416505,-1.96875
1.3875185567111012,-1.96875
1.2466632200190984,-2.0
1.4693669322215779,-2.0
1.3179137517713853,-2.0
1.308001037033816,-1.96875
1.3789765052774499,-2.0
1.3318902517954285,-2.0
1.4744143363276252,-2.0
1.4682415075901851,-1.96875
1.380486085927447,-1.96875
1.4282755653630081,-1.96875
1.1693458536105528,-1.96875
1.160584870139021,-1.96875
1.2457436444235108,-2.0
1.009140353442065,-2.0
1.245206564669254,-2.0
1.1856017018475544,-1.96875
1.3916855171497131,-1.96875
1.1093239605826435,-2.0
1.0366714514521587,-2.0
1.3056704164335993,-2.0
1.0765843406438882,-2.0
1.388207810025614,-2.0
1.1884241004892309,-2.0
1.091041496442007,-2.0
1.3010034516220705,-2.0
1.4342187859228184,-2.0
1.1688154473496235,-2.0
1.3868396955632125,-1.90625
1.1839340542900785,-1.96875
1.2833078574624381,-1.9375
1.2886046949024061,-1.96875
1.0704254528703474,-1.96875
1.1952337480780026,-1.96875
1.1622024013934742,-2.0
1.4614662540107979,-2.0
1.474323437715915,-1.96875
1.1619547387800773,-2.0
1.3979820691558231,-2.0
1.152957648821422,-1.640625
1.317705818335746,-2.0
1.3898507714357098,-2.0
1.4400280399514434,-1.953125
1.1405307923753818,-2.0
1.2243054853406348,-1.96875
1.4142383842630926,-1.921875
1.2453000757155017,-2.0
1.1309802594492147,-2.0
1.3082741258010424,-1.96875
1.362980796754565,-2.0
1.2767988073704055,-2.0
1.0723751651575213,-1.96875
1.0564105192213185,-1.6875
1.452639362368085,-2.0
1.137564367819735,-2.0
1.3520764403024281,-1.9375
1.027723102767929,-1.96875
1.3997082405111754,-2.0
1.1898783593879991,-1.96875
1.0881181637253465,-2.0
1.2499372250958283,-1.96875
1.0091024397478563,-2.0
1.4789403925809765,-1.96875
1.0400623008597134,-2.0
1.4318004131320925,-1.890625
1.2484417607134117,-1.9375
1.435453638948341,-1.96875
1.173234716498253,-2.0
1.4938290896956838,-1.90625
1.0209958181372227,-2.0
1.4316795041082653,-1.9375
1.1809968002410782,-2.0
1.0074177217075775,-2.0
1.345920918025408,-2.0
1.4636848231990212,-1.96875
1.2056871885855356,-2.0
1.4450854915351858,-2.0
1.429516003429558,-2.0
1.4064058578375593,-2.0
1.2426019440562128,-2.0
1.067548526901135,-1.671875
1.178876699260532,-2.0
1.1331959654143675,-2.0
1.4109999827664716,-2.0
1.126985729234197,-2.0
1.0787953733143187,-2.0
1.4699350693130118,-2.0
1.0802935980586206,-1.96875
1.175862164424361,-2.0
1.4798101331982216,-2.0
1.224967091270925,-2.0
1.4553445117434247,-1.9375
1.11155306044155,-2.0
1.045253648191217,-2.0
1.1883470009622514,-2.0
1.2660298951841338,-2.0
1.0718140461943597,-2.0
1.1667196146368417,-1.96875
1.015040836369125,-2.0
1.2356872988550005,-1.609375
1.4429617215129316,-2.0
1.1745419552841958,-2.0
1.4734895091263627,-2.0
1.243544918709624,-2.0
1.1084743904173722,-1.96875
1.3493767356468993,-2.0
1.1043946949812737,-2.0
1.3411326235939989,-1.96875
1.4394043576224644,-1.921875
1.4144844435487083,-1.96875
1.3425172867379533,-1.5625
1.3139699169434997,-1.96875
1.4619262084341764,-1.953125
1.466402878217452,-1.90625
1.3128404835080654,-2.0
1.0312010265287173,-2.0
1.0975396747144888,-1.96875
1.477652104848519,-1.96875
1.4420678756297098,-1.96875
1.3584372945495828,-1.96875
1.1111379532064736,-2.0
1.1144010917484215,-2.0
1.3935471569490168,-2.0
1.2994734078890617,-2.0
1.495549772239397,-2.0
1.220267036852744,-2.0
1.0750250987253613,-2.0
1.1041000667601082,-2.0
1.0271365611525438,-1.703125
1.2256633571985533,-2.0
1.1940106113256634,-2.0
1.043935861717677,-2.0
1.2166037923142603,-2.0
